y,ignore,names,csv_name
dG_C5,"['Cofactor', 'dG_C4']",Cofactor,/home/aplatt/nrel/stability/pbe0_high_throughput/robert/dft/only_nbo/c5_pred/large_trial/CURATE/bmc_dft_robert_input_NBOonly_CURATE.csv
