train,split,model,type,seed,y,names,error_type,X_descriptors,rmse
90,RND,MVL,reg,8,dG_C5,Cofactor,rmse,"['LUMO', 'N1_NBO-q', 'Nsub_NBO-q', 'C2_NBO-q', 'C3_NBO-q', 'C3sub_NBO-q', 'C4_NBO-q', 'C5_NBO-q', 'C6_NBO-q', 'N1_f+', 'Nsub_f+', 'C2_f+', 'C3_f+', 'C4_f+', 'C5_f+', 'C6_f+', 'N1_f-', 'Nsub_f-', 'C2_f-', 'C3_f-', 'C3sub_f-', 'C4_f-', 'C5_f-', 'C6_f-', 'C4H_f-', 'C4H_f+', 'C4H_NBO-q']",0.6994610736689845
