train,split,model,type,seed,y,names,error_type,X_descriptors,rmse
90,RND,MVL,reg,8,dG_C5,Cofactor,rmse,"['N1_NBO-q', 'Nsub_NBO-q', 'C2_NBO-q', 'C3_NBO-q', 'C5_NBO-q', 'C3_f+', 'C4_f+', 'C5_f+', 'C6_f+', 'N1_f-', 'C3_f-', 'C3sub_f-', 'C4_f-', 'C6_f-', 'C4H_f-', 'C4H_NBO-q']",0.7278911958650257
