train,split,model,type,seed,y,names,error_type,X_descriptors,rmse
75,RND,MVL,reg,70,dG_C5,Cofactor,rmse,"['N1_NBO-q', 'C2_NBO-q', 'C3_NBO-q', 'C3sub_NBO-q', 'C5_NBO-q', 'C5_f+', 'C6_f+', 'N1_f-', 'C3_f-', 'C3sub_f-', 'C5_f-', 'C4H_f-', 'C4H_f+', 'C4H_NBO-q']",0.7586296567351846
