,element,idx,q_NPA,WBOs,ox_q_NPA,red_q_NPA,f-,f+,frad,mu+
0,C,1,-0.65001,3.8637,-0.67036,-0.63834,-0.02034999999999998,-0.011669999999999958,-0.01600999999999997,-0.007741045555536984
1,C,2,-0.0291,4.009,0.13287,-0.15975,0.16197,0.13065,0.14631,0.08666389047394263
2,C,3,-0.05746,3.9128,-0.03069,-0.12996,0.02677,0.0725,0.049635,0.04809132842985718
3,N,4,-0.38649,3.4311,-0.18836,-0.38802,0.19813,0.0015299999999999758,0.09982999999999999,0.0010148928620369701
4,C,5,-0.21015,3.8694,-0.23443,-0.20684,-0.024279999999999996,-0.0033100000000000074,-0.013795000000000002,-0.0021956178910734845
5,C,6,-0.43674,3.9145,-0.43984,-0.43355,-0.0030999999999999917,-0.003190000000000026,-0.003145000000000009,-0.0021160184509137333
6,C,7,-0.44893,3.9205,-0.4499,-0.44923,-0.0009700000000000264,0.00030000000000002247,-0.00033500000000000196,0.00019899860039942395
7,C,8,-0.07747,3.8536,-0.07772,-0.07728,-0.0002500000000000002,-0.00018999999999999573,-0.00021999999999999797,-0.00012603244691962288
8,O,9,-0.78644,1.7509,-0.78173,-0.79321,0.004709999999999992,0.006769999999999943,0.005739999999999967,0.004490735082346626
9,C,10,0.04576,3.909,0.02472,-0.18747,-0.021040000000000003,0.23323,0.106095,0.15470814523718057
10,C,11,-0.26076,3.9845,-0.02576,-0.36364,0.235,0.10288000000000003,0.16894,0.06824325336363736
11,C,12,0.72641,3.8892,0.70686,0.63627,-0.019549999999999956,0.09014,0.03529500000000002,0.05979244613334243
12,O,13,-0.8342,1.7206,-0.77939,-0.93234,0.054810000000000025,0.0981399999999999,0.07647499999999996,0.0650990754773266
13,O,14,-0.85963,1.7004,-0.8015,-0.94062,0.058130000000000015,0.08099,0.06956000000000001,0.053722988821160465
14,C,15,-0.45557,3.9243,-0.5166,-0.43856,-0.06102999999999997,-0.01700999999999997,-0.03901999999999997,-0.011283220642646473
15,H,16,0.22094,0.9535,0.25245,0.19855,0.03151000000000001,0.022389999999999993,0.02695,0.01485192887647589
16,H,17,0.2255,0.9502,0.24044,0.21395,0.014939999999999981,0.011550000000000005,0.013244999999999993,0.007661446115377251
17,H,18,0.22206,0.9528,0.2513,0.19932,0.029240000000000016,0.02274000000000001,0.025990000000000013,0.015084093910275213
18,H,19,0.22514,0.951,0.25419,0.20094,0.02905000000000002,0.0242,0.02662500000000001,0.01605255376555233
19,H,20,0.2097,0.9584,0.24448,0.19717,0.034780000000000005,0.012529999999999986,0.023654999999999995,0.008311508210015308
20,H,21,0.20866,0.9583,0.25261,0.19332,0.04394999999999999,0.01534000000000002,0.029645000000000005,0.010175461767089796
21,H,22,0.23411,0.9462,0.24796,0.22402,0.013850000000000001,0.010090000000000016,0.011970000000000008,0.006692986260100135
22,H,23,0.21848,0.9544,0.22704,0.21382,0.008559999999999984,0.0046599999999999975,0.006609999999999991,0.003091111592870819
23,H,24,0.21421,0.9561,0.21223,0.21828,-0.0019800000000000095,-0.00406999999999999,-0.003025,-0.0026997476787519762
24,H,25,0.22561,0.9503,0.23205,0.21552,0.006440000000000001,0.010090000000000016,0.008265000000000008,0.006692986260100135
25,H,26,0.17243,0.9723,0.17582,0.16907,0.003390000000000004,0.003360000000000002,0.003375000000000003,0.0022287843244733823
26,H,27,0.18009,0.9697,0.18332,0.1765,0.0032300000000000106,0.00359000000000001,0.0034100000000000102,0.0023813499181129347
27,H,28,0.50707,0.7456,0.50561,0.50837,-0.0014600000000000168,-0.0012999999999999678,-0.0013799999999999923,-0.0008623272683974179
28,H,29,0.23724,0.9474,0.26401,0.20469,0.026770000000000016,0.032549999999999996,0.029660000000000006,0.021591348143335878
29,H,30,0.21361,0.9576,0.29014,0.18862,0.07653000000000001,0.024989999999999984,0.05076,0.016576583413270764
30,H,31,0.20592,0.9618,0.29819,0.18042,0.09227000000000002,0.025499999999999995,0.05888500000000001,0.016914881033949766
