train,split,model,type,seed,y,names,error_type,X_descriptors,n_estimators,max_depth,max_features,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,ccp_alpha,learning_rate,subsample,validation_fraction,rmse
75,RND,GB,reg,0,dG_C5,Cofactor,rmse,"['C2_NBO-q', 'C3sub_NBO-q', 'N1_f-', 'C6_f-', 'C4H_f-']",5,5,1.0,2,1,0,0,0.05,1.0,0.1,3.11322499597085
