y,ignore,names,csv_name
dG_C5,['code_name'],code_name,/home/aplatt/nrel/stability/pbe0_high_throughput/robert/aqme/noCounts/c5/match_dft/less_descriptors/top12/CURATE/AQME-ROBERT_bmc_aqme_robert_input_noCounts_top12_CURATE.csv
