,element,idx,q_NPA,WBOs,ox_q_NPA,red_q_NPA,f-,f+,frad,mu+
0,H,1,0.237,0.9447,0.26508,0.21306,0.028079999999999994,0.02393999999999999,0.02600999999999999,0.019610299648681075
1,C,2,-0.24192,3.9542,-0.06091,-0.39265,0.18101,0.15073,0.16587,0.12346952656832498
2,C,3,-0.04647,3.9074,-0.01541,-0.10723,0.031059999999999997,0.06076000000000001,0.045910000000000006,0.04977116986858241
3,N,4,-0.37272,3.4501,-0.18134,-0.37872,0.19138,0.006000000000000005,0.09869,0.004914862067338622
4,C,5,-0.20932,3.8578,-0.23017,-0.20264,-0.020850000000000007,-0.006680000000000019,-0.013765000000000013,-0.0054718797683036766
5,C,6,-0.44903,3.9146,-0.43653,-0.45044,0.012500000000000011,0.0014100000000000223,0.006955000000000017,0.0011549925858245933
6,C,7,-0.01887,4.0146,-0.02551,-0.01652,-0.00664,-0.0023500000000000014,-0.004495000000000001,-0.0019249876430409596
7,C,8,-0.23229,3.9584,-0.22382,-0.23654,0.008470000000000005,0.004250000000000004,0.0063600000000000045,0.003481360631031524
8,C,9,-0.22693,3.9575,-0.22604,-0.22766,0.0008900000000000019,0.0007300000000000084,0.0008100000000000052,0.0005979748848595388
9,C,10,-0.24238,3.9574,-0.23252,-0.24764,0.009860000000000008,0.005259999999999987,0.007559999999999997,0.004308695745700177
10,C,11,-0.22696,3.9575,-0.22613,-0.22788,0.0008299999999999974,0.0009200000000000041,0.0008750000000000008,0.0007536121836585914
11,C,12,-0.23209,3.9583,-0.22364,-0.23569,0.008449999999999985,0.00360000000000002,0.006025000000000003,0.0029489172404031866
12,C,13,0.10356,3.9001,0.08846,-0.16834,-0.015100000000000002,0.2719,0.1284,0.22272516601822834
13,C,14,-0.2731,3.9644,-0.0608,-0.37257,0.21230000000000002,0.09947,0.155885,0.08148022163969539
14,C,15,0.32366,3.9929,0.30166,0.26041,-0.02200000000000002,0.06325000000000003,0.020625000000000004,0.05181083762652795
15,N,16,-0.4631,2.987,-0.3314,-0.63726,0.13170000000000004,0.17416000000000004,0.15293000000000004,0.1426620629412823
16,C,17,-0.44286,3.9072,-0.49686,-0.42806,-0.05400000000000005,-0.01479999999999998,-0.034400000000000014,-0.012123326432768573
17,H,18,0.23873,0.9442,0.26727,0.21438,0.02854000000000001,0.02435000000000001,0.02644500000000001,0.0199461485566159
18,H,19,0.22705,0.95,0.25092,0.21154,0.023869999999999975,0.015509999999999996,0.019689999999999985,0.012704918444070323
19,H,20,0.2241,0.9515,0.25113,0.21094,0.027030000000000026,0.013160000000000005,0.020095000000000016,0.010779930801029371
20,H,21,0.23054,0.9484,0.24064,0.22539,0.010099999999999998,0.005149999999999988,0.007624999999999993,0.004218589941132303
21,H,22,0.23015,0.9485,0.24054,0.22489,0.01039000000000001,0.005259999999999987,0.007824999999999999,0.004308695745700177
22,H,23,0.23159,0.9476,0.23387,0.23043,0.0022800000000000042,0.0011599999999999944,0.0017199999999999993,0.0009502066663521281
23,H,24,0.23348,0.9464,0.23544,0.23242,0.0019600000000000173,0.0010600000000000054,0.0015100000000000113,0.0008682922985631602
24,H,25,0.23364,0.9462,0.23544,0.23258,0.0018000000000000238,0.0010599999999999776,0.0014300000000000007,0.0008682922985631374
25,H,26,0.23349,0.9464,0.23542,0.23241,0.0019299999999999873,0.0010799999999999976,0.0015049999999999925,0.0008846751721209492
26,H,27,0.23169,0.9475,0.23395,0.23064,0.0022599999999999842,0.0010499999999999954,0.0016549999999999898,0.0008601008617842543
27,H,28,0.24729,0.9401,0.27644,0.20681,0.02915000000000001,0.040480000000000016,0.03481500000000001,0.033158936080977884
28,H,29,0.22227,0.9532,0.31166,0.19746,0.08939,0.02481,0.0571,0.020322954648445184
29,H,30,0.22977,0.949,0.30316,0.20651,0.07338999999999998,0.023260000000000003,0.04832499999999999,0.019053281947716043
