,element,idx,q_NPA,WBOs,ox_q_NPA,red_q_NPA,f-,f+,frad,mu+
0,C,1,-0.73706,3.8469,-0.74065,-0.71888,-0.003589999999999982,-0.018180000000000085,-0.010885000000000034,-0.015006557844605403
1,C,2,0.53167,3.9001,0.53932,0.34274,0.007650000000000046,0.18893,0.09829000000000002,0.1559509886458353
2,O,3,-0.70449,1.8675,-0.5953,-0.86152,0.1091899999999999,0.15703,0.13310999999999995,0.12961934974358502
3,C,4,-0.24204,3.9857,-0.03438,-0.24046,0.20766,-0.001579999999999998,0.10304,-0.0013042002967258745
4,C,5,0.11218,3.896,0.08163,-0.11869,-0.030550000000000008,0.23087000000000002,0.10016,0.19057007753487534
5,N,6,-0.36424,3.4701,-0.19666,-0.39236,0.16758,0.02811999999999998,0.09784999999999999,0.023211463508817472
6,C,7,-0.21146,3.8573,-0.23008,-0.20454,-0.018619999999999998,-0.0069200000000000095,-0.012770000000000004,-0.0057120671223690345
7,C,8,-0.45469,3.9116,-0.44342,-0.45583,0.011270000000000002,0.0011400000000000299,0.006205000000000016,0.0009410052773845176
8,C,9,-0.00718,4.016,-0.02098,-0.00188,-0.0138,-0.0053,-0.00955,-0.004374849096612116
9,C,10,-0.23679,3.9575,-0.23153,-0.2494,0.005259999999999987,0.01261000000000001,0.008934999999999998,0.01040883907703374
10,C,11,-0.19622,3.9577,-0.19333,-0.19838,0.0028900000000000037,0.0021599999999999953,0.0025249999999999995,0.0017829573676758773
11,C,12,-0.18063,4.0105,-0.17368,-0.19644,0.006950000000000012,0.01580999999999999,0.011380000000000001,0.013050257399516511
12,C,13,0.72948,3.8902,0.72874,0.72821,-0.0007399999999999629,0.0012699999999999934,0.0002650000000000152,0.0010483128967353505
13,O,14,-0.81629,1.7456,-0.81415,-0.82202,0.0021399999999999197,0.005730000000000013,0.003934999999999966,0.004729789683695751
14,O,15,-0.8182,1.7433,-0.81566,-0.82452,0.0025399999999999867,0.006319999999999992,0.0044299999999999895,0.005216801186903498
15,C,16,-0.19539,3.9575,-0.19388,-0.20519,0.0015100000000000113,0.009800000000000003,0.005655000000000007,0.008089343612603538
16,C,17,-0.23485,3.9581,-0.23378,-0.23415,0.0010700000000000154,-0.0007000000000000062,0.0001850000000000046,-0.0005778102580431148
17,C,18,-0.06977,3.905,-0.02136,-0.08132,0.048409999999999995,0.011550000000000005,0.02998,0.009533869257711313
18,C,19,0.00078,4.0088,0.15528,-0.09884,0.1545,0.09962,0.12706,0.08223065415179226
19,C,20,-0.65241,3.8602,-0.67286,-0.64305,-0.020449999999999968,-0.009360000000000035,-0.014905000000000002,-0.007726148593262181
20,C,21,-0.45944,3.9189,-0.51655,-0.44816,-0.05710999999999994,-0.011280000000000012,-0.034194999999999975,-0.009310999586751835
21,H,22,0.2382,0.9446,0.25121,0.21877,0.013009999999999994,0.019430000000000003,0.01622,0.016038361876825176
22,H,23,0.25136,0.9381,0.26518,0.21835,0.013820000000000054,0.033009999999999984,0.02341500000000002,0.027247880882861487
23,H,24,0.24338,0.9414,0.25502,0.21297,0.011640000000000011,0.03041000000000002,0.021025000000000016,0.02510172849584425
24,H,25,0.24371,0.9423,0.27137,0.20953,0.02765999999999999,0.034180000000000016,0.030920000000000003,0.02821364945701928
25,H,26,0.22857,0.9493,0.25611,0.21508,0.02754000000000001,0.013490000000000002,0.020515000000000005,0.0111352291157165
26,H,27,0.2276,0.9496,0.24787,0.21289,0.02027000000000001,0.01471,0.017490000000000006,0.012142269851163063
27,H,28,0.23067,0.9481,0.2403,0.2243,0.009630000000000027,0.006369999999999987,0.008000000000000007,0.005258073348192287
28,H,29,0.2418,0.9428,0.25864,0.232,0.016839999999999994,0.009799999999999975,0.013319999999999985,0.008089343612603515
29,H,30,0.23241,0.9473,0.23518,0.22812,0.0027699999999999947,0.004290000000000016,0.0035300000000000054,0.0035411514385784997
30,H,31,0.23859,0.9446,0.24073,0.23522,0.002140000000000003,0.003369999999999984,0.0027549999999999936,0.002781743670864672
31,H,32,0.23893,0.9444,0.24103,0.23584,0.0020999999999999908,0.0030900000000000094,0.002595,0.002550619567647449
32,H,33,0.23316,0.9472,0.2361,0.22926,0.002939999999999998,0.0039000000000000146,0.0034200000000000064,0.003219228580525909
33,H,34,0.23309,0.9473,0.26167,0.21393,0.028580000000000022,0.019159999999999983,0.023870000000000002,0.015815492205865672
34,H,35,0.22656,0.9506,0.25763,0.2094,0.031070000000000014,0.01716000000000001,0.02411500000000001,0.014164605754313952
35,H,36,0.22859,0.9487,0.24348,0.21971,0.014890000000000014,0.008879999999999999,0.011885000000000007,0.007329935844889733
36,H,37,0.22744,0.9501,0.25674,0.21097,0.02930000000000002,0.016470000000000012,0.022885000000000016,0.013595049928528604
37,H,38,0.22038,0.9547,0.30362,0.19793,0.08324000000000001,0.022449999999999998,0.052845,0.0185312004186683
38,H,39,0.22259,0.9539,0.30142,0.20046,0.07883000000000001,0.02213000000000001,0.05048000000000001,0.018267058586420033
