,element,idx,q_NPA,WBOs,ox_q_NPA,red_q_NPA,f-,f+,frad,mu+
0,C,1,-0.62616,3.8727,-0.62597,-0.6266,0.00019000000000002348,0.00043999999999999595,0.0003150000000000097,0.00029338538367029926
1,C,2,-0.40309,3.9293,-0.40284,-0.40364,0.000250000000000028,0.0005499999999999949,0.00040000000000001146,0.0003667317295878741
2,C,3,-0.40378,3.9311,-0.40301,-0.40447,0.0007699999999999929,0.0006900000000000239,0.0007300000000000084,0.0004600816243920804
3,C,4,-0.40294,3.9302,-0.40335,-0.40359,-0.00040999999999996595,0.0006499999999999839,0.00012000000000000899,0.00043341022587657175
4,C,5,-0.40908,3.927,-0.40444,-0.41165,0.0046399999999999775,0.0025700000000000167,0.003604999999999997,0.0017136373546197295
5,C,6,-0.41562,3.9256,-0.42007,-0.4129,-0.0044500000000000095,-0.00272,-0.003585000000000005,-0.001813655099052776
6,C,7,-0.42235,3.9229,-0.41221,-0.42034,0.010139999999999982,-0.0020100000000000118,0.004064999999999985,-0.0013402377754029781
7,C,8,-0.21645,3.8708,-0.23839,-0.21044,-0.021939999999999987,-0.006010000000000015,-0.013975000000000001,-0.0040073776269511805
8,N,9,-0.39436,3.4217,-0.19635,-0.39423,0.19801,-0.00012999999999996348,0.09894000000000001,-8.668204517529213e-05
9,C,10,-0.06024,3.9131,-0.03549,-0.12894,0.02475,0.0687,0.046725,0.045808126950340325
10,C,11,-0.0308,4.0086,0.13554,-0.16154,0.16634,0.13074,0.14854,0.08717546604785291
11,C,12,-0.65032,3.8638,-0.67151,-0.63841,-0.021190000000000042,-0.011909999999999976,-0.01655000000000001,-0.007941408907984749
12,C,13,-0.46051,3.9237,-0.52485,-0.44062,-0.06434000000000006,-0.019889999999999963,-0.042115000000000014,-0.013262352911823398
13,C,14,-0.25002,3.9905,-0.02194,-0.36021,0.22808,0.11018999999999995,0.16913499999999998,0.073473035060524
14,C,15,0.72168,3.8941,0.7003,0.6396,-0.021379999999999955,0.08208000000000004,0.030350000000000044,0.05472970975376908
15,O,16,-0.84439,1.7099,-0.79451,-0.93941,0.049879999999999924,0.09502,0.07244999999999996,0.06335790717352748
16,O,17,-0.85655,1.6928,-0.79556,-0.94406,0.06098999999999999,0.08750999999999998,0.07424999999999998,0.05835035210224572
17,C,18,0.04902,3.912,0.02845,-0.18697,-0.02057,0.23599,0.10771,0.1573545833917149
18,H,19,0.2066,0.9587,0.20702,0.20603,0.0004200000000000037,0.0005700000000000149,0.0004950000000000093,0.00038006742884562843
19,H,20,0.20841,0.9584,0.2083,0.20806,-0.00010999999999999899,0.00035000000000001696,0.00012000000000000899,0.00023337473701047877
20,H,21,0.2144,0.9548,0.21497,0.21383,0.0005699999999999872,0.0005700000000000149,0.0005700000000000011,0.00038006742884562843
21,H,22,0.19913,0.9623,0.20007,0.19804,0.0009399999999999964,0.0010900000000000076,0.001015000000000002,0.0007267956095468894
22,H,23,0.20121,0.9627,0.20155,0.20031,0.00034000000000000696,0.0009000000000000119,0.0006200000000000094,0.0006001064665983528
23,H,24,0.2021,0.9622,0.2014,0.20294,-0.0007000000000000062,-0.0008400000000000074,-0.0007700000000000068,-0.0005600993688251269
24,H,25,0.19862,0.9626,0.20004,0.19648,0.0014200000000000046,0.002140000000000003,0.0017800000000000038,0.001426919820578289
25,H,26,0.2002,0.9619,0.20347,0.197,0.003270000000000023,0.0031999999999999806,0.0032350000000000018,0.002133711881238547
26,H,27,0.20158,0.9625,0.20238,0.1999,0.0007999999999999952,0.0016800000000000148,0.001240000000000005,0.0011201987376502538
27,H,28,0.20854,0.9598,0.19734,0.21691,-0.011200000000000015,-0.008369999999999989,-0.009785000000000002,-0.0055809901393646
28,H,29,0.20248,0.9607,0.2087,0.19657,0.006220000000000003,0.005909999999999999,0.006065000000000001,0.003940699130662464
29,H,30,0.21295,0.956,0.22118,0.20463,0.008229999999999987,0.008319999999999994,0.00827499999999999,0.005547650891220252
30,H,31,0.20474,0.9603,0.20973,0.20244,0.0049899999999999944,0.0022999999999999965,0.0036449999999999955,0.0015336054146402125
31,H,32,0.20948,0.9578,0.22052,0.2042,0.011039999999999994,0.005280000000000007,0.00816,0.003520624604043628
32,H,33,0.22229,0.9518,0.24157,0.21215,0.01928000000000002,0.010139999999999982,0.01471,0.006761199523674675
33,H,34,0.21483,0.9557,0.24604,0.20152,0.031210000000000016,0.013309999999999989,0.022260000000000002,0.008874907856026626
34,H,35,0.217,0.9547,0.24042,0.20166,0.023419999999999996,0.015339999999999993,0.019379999999999994,0.010228481330687341
35,H,36,0.22605,0.9508,0.25637,0.20231,0.030319999999999986,0.02374000000000001,0.02703,0.015829475018938572
36,H,37,0.22545,0.9502,0.24065,0.21389,0.015199999999999991,0.011560000000000015,0.013380000000000003,0.007708034170974307
37,H,38,0.22123,0.9533,0.25334,0.19824,0.03211,0.02299000000000001,0.027550000000000005,0.015329386296773285
38,H,39,0.22201,0.9528,0.25199,0.20045,0.02997999999999998,0.021560000000000024,0.02577,0.014375883799844813
39,H,40,0.21265,0.9588,0.2965,0.18773,0.08384999999999998,0.024919999999999998,0.05438499999999999,0.01661628127514528
40,H,41,0.20887,0.9602,0.29674,0.18409,0.08787,0.024779999999999996,0.056325,0.016522931380341093
41,H,42,0.23514,0.9472,0.2659,0.19906,0.030760000000000037,0.03608,0.03342000000000002,0.02405760146096476
