train,split,model,type,seed,y,names,error_type,X_descriptors,rmse
85,RND,MVL,reg,8,dG_C5,Cofactor,rmse,"['N1_NBO-q', 'C2_NBO-q', 'C3_NBO-q', 'C5_NBO-q', 'C3_f-', 'C3sub_f-', 'C4H_f-', 'C4H_NBO-q']",0.7647154864734391
