train,split,model,type,seed,y,names,error_type,X_descriptors,n_estimators,max_depth,max_features,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,ccp_alpha,learning_rate,subsample,validation_fraction,rmse
60,RND,GB,reg,0,dG_C5,Cofactor,rmse,"['LUMO', 'N1_NBO-q', 'Nsub_NBO-q', 'C2_NBO-q', 'C3_NBO-q', 'C3sub_NBO-q', 'C4_NBO-q', 'C5_NBO-q', 'C6_NBO-q', 'N1_f+', 'Nsub_f+', 'C2_f+', 'C3_f+', 'C4_f+', 'C5_f+', 'C6_f+', 'N1_f-', 'Nsub_f-', 'C2_f-', 'C3_f-', 'C3sub_f-', 'C4_f-', 'C5_f-', 'C6_f-', 'C4H_f-', 'C4H_f+', 'C4H_NBO-q']",5,5,1.0,2,1,0,0,0.05,1.0,0.1,3.378786863075522
