y,ignore,names,csv_name
dG_C5,['Cofactor'],Cofactor,/home/aplatt/nrel/stability/pbe0_high_throughput/robert/dft/only_nbo/c5_pred/large_trial/fewer_descriptors/top08/CURATE/bmc_dft_robert_input_NBOonly_top08_CURATE.csv
